x,y,z,,
0.0118141,0.00127307,0.0174637,,
0.0118136,0.00127175,0.0190512,,
0.0118144,0.00126916,0.0206386,,
0.0118141,0.00126659,0.0222261,,
0.0118148,0.00126356,0.0238136,,
0.013318,0.0012894,0.0142887,,
0.013317,0.0012868,0.0158762,,
0.0133166,0.00128494,0.0174636,,
0.0133171,0.00128285,0.0190511,,
0.0133168,0.00128032,0.0206386,,
0.0133183,0.00127859,0.022226,,
0.0133175,0.00127828,0.0238135,,
0.0148216,0.00127939,0.0142887,,
0.0148199,0.00127861,0.0158761,,
0.0148193,0.00127792,0.0174636,,
0.0148199,0.00127701,0.019051,,
0.0148204,0.0012771,0.0206385,,
0.0148212,0.00127557,0.022226,,
0.01482,0.00127428,0.0238134,,
0.0163236,0.00127893,0.0142886,,
0.0163219,0.00127681,0.0158761,,
0.0163223,0.00127482,0.0174635,,
0.0163237,0.0012731,0.019051,,
0.0163232,0.00127036,0.0206384,,
0.0163222,0.00126827,0.0222259,,
0.0163222,0.00126726,0.0238134,,
0.0178251,0.00129053,0.0142885,,
0.0178252,0.00129024,0.015876,,
0.0178254,0.00128962,0.0174635,,
0.0178256,0.00128894,0.0190509,,
0.0178263,0.00128986,0.0206384,,
0.0178266,0.00129116,0.0222259,,
0.0178253,0.0012918,0.0238133,,
0.0193294,0.00129019,0.0142885,,
0.0193291,0.00128897,0.015876,,
0.0193288,0.00129012,0.0174634,,
0.0193286,0.00129024,0.0190509,,
0.0193286,0.00128945,0.0206383,,
0.0193286,0.00128799,0.0222258,,
0.0193279,0.00128784,0.0238133,,
0.0208318,0.00129548,0.0142884,,
0.0208308,0.00129312,0.0158759,,
0.020831,0.00129142,0.0174634,,
0.0208306,0.00128983,0.0190508,,
0.0208311,0.00128839,0.0206383,,
0.0208305,0.00128784,0.0222258,,
0.0208305,0.00128767,0.0238132,,
0.0223337,0.00129005,0.0142884,,
0.0223347,0.00129176,0.0158759,,
0.0223341,0.00129109,0.0174633,,
0.0223343,0.00129126,0.0190508,,
0.0223326,0.00129151,0.0206383,,
0.0223332,0.00128886,0.0222257,,
0.0223327,0.00128414,0.0238132,,
0.0238363,0.00127966,0.0142884,,
0.0238362,0.00128269,0.0158758,,
0.0238363,0.00128587,0.0174633,,
0.0238357,0.00128532,0.0190508,,
0.0238342,0.00128287,0.0206382,,
0.0238344,0.00128096,0.0222257,,
0.023835,0.0012791,0.0238132,,
0.0253393,0.00127584,0.0142883,,
0.0253388,0.00127571,0.0158758,,
0.0253383,0.00127661,0.0174633,,
0.0253373,0.00127764,0.0190508,,
0.0253369,0.00128226,0.0206382,,
0.0253376,0.00128269,0.0222257,,
0.0253372,0.00128199,0.0238132,,
0.0268407,0.00127373,0.0142883,,
0.0268403,0.00127302,0.0158758,,
0.0268404,0.00127325,0.0174633,,
0.0268404,0.00127434,0.0190507,,
0.0268382,0.00127574,0.0206382,,
0.0268393,0.00127586,0.0222257,,
0.0268394,0.00127804,0.0238131,,
0.028344,0.00126193,0.0142883,,
0.0283446,0.00125807,0.0158758,,
0.0283429,0.00125416,0.0174633,,
0.0283418,0.00125354,0.0190507,,
0.0283418,0.00125688,0.0206382,,
0.0283415,0.00125788,0.0222257,,
0.0283419,0.00125894,0.0238131,,
0.029846,0.00125989,0.0142883,,
0.0298465,0.00125847,0.0158758,,
0.0298454,0.00125632,0.0174632,,
0.0298447,0.00125439,0.0190507,,
0.0298444,0.0012524,0.0206382,,
0.0298437,0.00125182,0.0222256,,
0.0298432,0.00125116,0.0238131,,
0.0313478,0.0012567,0.0142883,,
0.0313472,0.00125891,0.0158757,,
0.0313472,0.00126026,0.0174632,,
0.0313471,0.00126241,0.0190507,,
0.0313465,0.00126481,0.0206381,,
0.0313457,0.00126436,0.0222256,,
0.0313462,0.00126296,0.0238131,,
0.0328517,0.00123932,0.0142883,,
0.0328502,0.00123482,0.0158757,,
0.0328502,0.00123239,0.0174632,,
0.0328496,0.00123207,0.0190507,,
0.032849,0.00123263,0.0206382,,
0.0328485,0.00123036,0.0222256,,
0.0328491,0.00123446,0.0238131,,
0.034353,0.00123192,0.0142882,,
0.0343519,0.00123648,0.0158757,,
0.0343512,0.00123743,0.0174632,,
0.0343511,0.00123963,0.0190507,,
0.0343513,0.00124185,0.0206381,,
0.0343516,0.0012416,0.0222256,,
0.0343515,0.00124225,0.0238131,,
0.0358555,0.00123722,0.0142882,,
0.0358543,0.0012377,0.0158757,,
0.0358543,0.00123421,0.0174632,,
0.0358539,0.0012311,0.0190506,,
0.035853,0.00122938,0.0206381,,
0.0358536,0.00122428,0.0222256,,
0.0358545,0.0012223,0.0238131,,
0.0373587,0.00121151,0.0142882,,
0.0373576,0.00121265,0.0158757,,
0.0373568,0.00121683,0.0174632,,
0.037356,0.00121676,0.0190506,,
0.0373562,0.00121543,0.0206381,,
0.037357,0.00122305,0.0222256,,
0.0373571,0.00122663,0.023813,,
0.0388607,0.0012123,0.0142882,,
0.0388609,0.00121412,0.0158757,,
0.0388609,0.0012138,0.0174632,,
0.0388604,0.00121394,0.0190506,,
0.0388595,0.00121408,0.0206381,,
0.0388595,0.00121548,0.0222256,,
0.038861,0.00121583,0.023813,,
0.0403642,0.00122274,0.0142882,,
0.0403631,0.00122064,0.0158757,,
0.0403636,0.00121791,0.0174631,,
0.0403631,0.00121602,0.0190506,,
0.0403623,0.0012139,0.0206381,,
0.0403624,0.00120466,0.0222256,,
0.0403643,0.001201,0.023813,,
0.0418669,0.0011956,0.0142882,,
0.0418671,0.00119507,0.0158757,,
0.0418659,0.00119623,0.0174631,,
0.0418657,0.00120114,0.0190506,,
0.0418647,0.00120345,0.0206381,,
0.0418659,0.00120395,0.0222255,,
0.0418664,0.00120291,0.023813,,
0.0433697,0.00118866,0.0142882,,
0.0433693,0.00118677,0.0158757,,
0.0433687,0.00118548,0.0174631,,
0.043368,0.00118377,0.0190506,,
0.0433679,0.00118207,0.0206381,,
0.0433672,0.0011816,0.0222256,,
0.0433677,0.0011766,0.023813,,
0.0448722,0.00117962,0.0142882,,
0.044871,0.00118043,0.0158756,,
0.0448707,0.0011783,0.0174631,,
0.0448705,0.00117514,0.0190506,,
0.0448699,0.00117243,0.0206381,,
0.0448703,0.00117487,0.0222255,,
0.0448704,0.00117857,0.023813,,
0.0463754,0.0011604,0.0142882,,
0.0463759,0.00116179,0.0158756,,
0.0463746,0.00116199,0.0174631,,
0.0463726,0.00116277,0.0190506,,
0.0463721,0.00116353,0.0206381,,
0.0463734,0.00116488,0.0222255,,
0.0463737,0.00116774,0.023813,,
0.0478779,0.00117546,0.0142881,,
0.0478781,0.00117341,0.0158756,,
0.0478763,0.0011718,0.0174631,,
0.0478757,0.00117116,0.0190506,,
0.0478757,0.00116455,0.020638,,
0.0478752,0.00116061,0.0222255,,
0.0478751,0.00115675,0.023813,,
0.04938,0.00115064,0.0142881,,
0.0493798,0.00114987,0.0158756,,
0.0493788,0.00114951,0.0174631,,
0.0493768,0.00114942,0.0190506,,
0.049376,0.00114873,0.020638,,
0.0493768,0.00114781,0.0222255,,
0.0493763,0.00114493,0.023813,,
0.0508832,0.0011314,0.0142881,,
0.0508826,0.00112983,0.0158756,,
0.0508818,0.00112776,0.0174631,,
0.0508801,0.00112596,0.0190506,,
0.0508797,0.00112519,0.020638,,
0.0508795,0.00112591,0.0222255,,
0.0508798,0.00112678,0.023813,,
0.0523857,0.00111041,0.0142881,,
0.0523841,0.00110932,0.0158756,,
0.0523834,0.00111059,0.0174631,,
0.0523827,0.00110962,0.0190506,,
0.0523822,0.00110846,0.020638,,
0.0523811,0.00110686,0.0222255,,
0.0523813,0.00110092,0.023813,,
0.0538878,0.00108491,0.0142881,,
0.053886,0.00108448,0.0158756,,
0.0538845,0.00108363,0.0174631,,
0.0538849,0.0010857,0.0190506,,
0.0538845,0.00108616,0.020638,,
0.053883,0.00108606,0.0222255,,
0.0538831,0.0010869,0.023813,,
0.0553901,0.00107046,0.0142881,,
0.055389,0.00106958,0.0158756,,
0.055388,0.00106363,0.0174631,,
0.0553866,0.00106042,0.0190506,,
0.0553859,0.00105975,0.0206381,,
0.0553852,0.00105856,0.0222255,,
0.0553868,0.00105563,0.023813,,
0.0568925,0.0010443,0.0142881,,
0.0568907,0.00104343,0.0158756,,
0.0568898,0.00104441,0.0174631,,
0.0568897,0.00104585,0.0190506,,
0.0568877,0.0010472,0.020638,,
0.0568865,0.00104792,0.0222255,,
0.0568882,0.00104641,0.023813,,
0.0583953,0.00102537,0.0142881,,
0.0583924,0.00102482,0.0158756,,
0.0583914,0.00102375,0.0174631,,
0.0583915,0.00102272,0.0190506,,
0.0583905,0.0010193,0.020638,,
0.0583895,0.00101666,0.0222255,,
0.0583899,0.00101308,0.023813,,
0.0598969,0.00100107,0.0142881,,
0.0598955,0.00100021,0.0158756,,
0.0598943,0.000999387,0.0174631,,
0.059894,0.000998594,0.0190506,,
0.0598923,0.000997847,0.0206381,,
0.0598905,0.000997618,0.0222255,,
0.0598915,0.000999749,0.023813,,
0.0613989,0.000983097,0.0142881,,
0.061398,0.000981228,0.0158756,,
0.0613967,0.000979528,0.0174631,,
0.0613961,0.000977693,0.0190506,,
0.0613954,0.000975052,0.020638,,
0.061393,0.000972347,0.0222255,,
0.0613942,0.000971477,0.023813,,
0.0629004,0.000965964,0.0142881,,
0.0628999,0.000967832,0.0158756,,
0.0628988,0.000964865,0.0174631,,
0.0628969,0.00096361,0.0190506,,
0.0628968,0.000960885,0.020638,,
0.0628944,0.000959486,0.0222255,,
0.0628949,0.000958657,0.023813,,
0.0644024,0.000927359,0.0142881,,
0.0644017,0.000927737,0.0158756,,
0.0644006,0.000929307,0.0174631,,
0.0643993,0.00092922,0.0190506,,
0.0643985,0.000926923,0.0206381,,
0.0643964,0.000925027,0.0222255,,
0.0643969,0.000924446,0.023813,,
0.0659049,0.00091006,0.0142881,,
0.0659051,0.000908777,0.0158756,,
0.0659034,0.000910299,0.0174631,,
0.0659019,0.000911705,0.0190506,,
0.0659003,0.000916598,0.020638,,
0.0658992,0.000920516,0.0222255,,
0.0658984,0.000919189,0.023813,,
0.0674066,0.000892671,0.0142881,,
0.0674073,0.000891615,0.0158756,,
0.0674063,0.000895333,0.0174631,,
0.0674045,0.000895152,0.0190506,,
0.067403,0.000894617,0.020638,,
0.0674002,0.000896553,0.0222255,,
0.0674015,0.000906382,0.023813,,
0.0689095,0.000880595,0.0142881,,
0.0689079,0.000882538,0.0158756,,
0.0689069,0.000883203,0.0174631,,
0.0689054,0.000881765,0.0190506,,
0.0689035,0.000879973,0.020638,,
0.0689035,0.000881609,0.0222255,,
0.0689034,0.00088305,0.023813,,
0.0704117,0.000836587,0.0142881,,
0.0704105,0.000840724,0.0158756,,
0.0704088,0.000844318,0.0174631,,
0.0704068,0.000851143,0.0190506,,
0.0704061,0.000856072,0.020638,,
0.0704055,0.000859918,0.0222255,,
0.0704047,0.000861082,0.023813,,
0.0719134,8.25E-04,0.0142881,,
0.0719122,0.000822397,0.0158756,,
0.0719114,0.000819588,0.0174631,,
0.0719105,0.000817258,0.0190506,,
0.071909,0.00081734,0.0206381,,
0.0719075,0.000819508,0.0222255,,
0.0719071,0.000820497,0.023813,,
0.0734151,0.000807213,0.0142881,,
0.0734157,0.000807749,0.0158756,,
0.0734153,8.08E-04,0.0174631,,
0.0734132,0.000807699,0.0190506,,
0.0734117,0.000807941,0.020638,,
0.0734107,0.000804158,0.0222255,,
0.0734102,0.00079561,0.023813,,
0.0749176,0.000777407,0.0142881,,
0.0749175,0.00077635,0.0158756,,
0.0749157,0.000776462,0.0174631,,
0.0749143,0.000776652,0.0190506,,
0.0749145,7.76E-04,0.0206381,,
0.074912,0.000773136,0.0222255,,
0.0749128,0.000772066,0.023813,,
0.0764204,0.000744134,0.0142881,,
0.0764191,0.000745401,0.0158756,,
0.0764183,0.000744713,0.0174631,,
0.0764173,0.00074563,0.0190506,,
0.076415,0.000744442,0.0206381,,
0.0764148,0.000742434,0.0222255,,
0.0764144,7.41E-04,0.023813,,
0.0779231,0.000716448,0.0142881,,
0.0779222,0.000721319,0.0158756,,
0.0779201,0.000722848,0.0174631,,
0.0779193,0.000720628,0.0190506,,
0.0779183,0.000714544,0.0206381,,
0.0779168,0.00071096,0.0222255,,
0.0779163,0.00071492,0.023813,,
0.079425,0.000689849,0.0142881,,
0.0794238,6.89E-04,0.0158756,,
0.0794229,0.000687774,0.0174631,,
0.0794225,0.000687338,0.0190506,,
0.0794209,0.000687884,0.0206381,,
0.0794193,0.000682779,0.0222255,,
0.0794198,0.000676394,0.023813,,
0.0809275,0.00065588,0.0142882,,
0.0809272,0.000656579,0.0158756,,
0.0809254,0.000659212,0.0174631,,
0.0809236,0.000660596,0.0190506,,
0.0809232,0.000665054,0.0206381,,
0.0809222,0.000669036,0.0222255,,
0.0809215,0.000669101,0.023813,,
0.0824303,0.000614725,0.0142882,,
0.0824289,0.000617662,0.0158756,,
0.0824282,0.000622794,0.0174631,,
0.0824268,0.0006271,0.0190506,,
0.082426,0.000633229,0.0206381,,
0.0824244,0.000633992,0.0222255,,
0.0824244,0.000634853,0.023813,,
0.0839319,0.000596717,0.0142881,,
0.0839314,0.000595441,0.0158756,,
0.0839305,0.000593489,0.0174631,,
0.0839298,0.000591645,0.0190506,,
0.083929,0.000588436,0.0206381,,
0.0839282,0.000591202,0.0222255,,
0.0839263,0.000593122,0.023813,,
0.0854354,0.000557348,0.0142882,,
0.0854336,0.000558732,0.0158756,,
0.0854335,0.000558905,0.0174631,,
0.0854333,0.00055756,0.0190506,,
0.085432,0.000557274,0.0206381,,
0.0854309,0.000556797,0.0222256,,
0.0854298,0.000553321,0.023813,,
0.0869391,0.000510585,0.0142882,,
0.0869373,0.000510484,0.0158757,,
0.0869359,0.000509728,0.0174631,,
0.0869362,0.000517702,0.0190506,,
0.0869349,0.000524694,0.0206381,,
0.0869328,0.000528909,0.0222256,,
0.0869323,0.000531614,0.023813,,
0.088442,0.000494396,0.0142882,,
0.0884394,0.000488106,0.0158757,,
0.0884384,0.000482906,0.0174631,,
0.0884388,0.000480263,0.0190506,,
0.0884378,0.000478271,0.0206381,,
0.0884358,0.000476643,0.0222256,,
0.0884349,0.000477161,0.0238131,,
0.0899429,0.000447622,0.0142882,,
0.0899423,0.000447102,0.0158757,,
0.0899411,0.000445351,0.0174631,,
0.0899415,0.000450993,0.0190506,,
0.0899413,0.000452999,0.0206381,,
0.0899391,0.0004561,0.0222256,,
0.0899387,0.000457184,0.0238131,,
0.0914462,0.000373693,0.0142882,,
0.0914457,0.000374369,0.0158757,,
0.0914445,0.000370242,0.0174632,,
0.0914438,0.00036769,0.0190507,,
0.0914439,0.000365522,0.0206381,,
0.0914416,0.000365734,0.0222256,,
0.091441,0.000369225,0.0238131,,
0.0929502,0.000360122,0.0142882,,
0.092949,0.000362404,0.0158757,,
0.0929477,0.000363536,0.0174631,,
0.0929464,0.000359837,0.0190506,,
0.0929461,0.000358181,0.0206381,,
0.0929444,0.00035679,0.0222256,,
0.092944,0.000353843,0.0238131,,
0.0944511,0.00031323,0.0142882,,
0.0944507,0.000315702,0.0158757,,
0.0944512,0.000318868,0.0174632,,
0.0944494,0.000324007,0.0190507,,
0.0944489,0.000326153,0.0206381,,
0.0944475,0.000324007,0.0222256,,
0.0944462,0.000324875,0.0238131,,
0.0959532,0.000286546,0.0142882,,
0.0959536,0.000288546,0.0158757,,
0.0959533,0.000290051,0.0174632,,
0.0959527,0.000291504,0.0190506,,
0.0959511,0.000293814,0.0206381,,
0.0959496,0.000294436,0.0222256,,
0.0959487,0.000271741,0.0238131,,
0.0974571,0.000217944,0.0142882,,
0.0974558,0.000221374,0.0158757,,
0.0974568,0.000225931,0.0174632,,
0.0974565,0.000231279,0.0190507,,
0.0974552,0.000240505,0.0206382,,
0.0974539,0.000247531,0.0222256,,
0.0974531,0.000255231,0.0238131,,
0.098959,0.000217024,0.0142882,,
0.0989592,0.000218155,0.0158757,,
0.0989592,0.000218956,0.0174632,,
0.0989596,0.000218537,0.0190507,,
0.0989581,0.000214243,0.0206382,,
0.0989569,0.00021538,0.0222256,,
0.0989551,0.000215644,0.0238131,,
0.100462,0.000192817,0.0142882,,
0.100461,0.000188608,0.0158757,,
0.100461,0.000178447,0.0174632,,
0.100462,0.000177277,0.0190507,,
0.10046,0.000177491,0.0206382,,
0.100459,0.000178298,0.0222257,,
0.100458,0.000176024,0.0238131,,
0.101966,0.000160677,0.0142882,,
0.101965,0.000161793,0.0158757,,
0.101965,0.000163171,0.0174632,,
0.101965,0.000164524,0.0190507,,
0.101964,0.000162084,0.0206381,,
0.101963,0.000157863,0.0222256,,
0.101961,0.000161167,0.0238131,,
0.103467,0.00014838,0.0142882,,
0.103468,0.000150695,0.0158757,,
0.103466,0.00015451,0.0174632,,
0.103466,0.000156596,0.0190506,,
0.103465,0.000155289,0.0206381,,
0.103465,0.000153914,0.0222256,,
0.103465,0.000162801,0.0238131,,
0.104971,0.000108356,0.0142882,,
0.104971,0.00010851,0.0158757,,
0.104969,0.000109136,0.0174632,,
0.10497,0.000110157,0.0190507,,
0.104968,0.000112444,0.0206381,,
0.104968,0.000111436,0.0222256,,
0.104967,0.000112936,0.0238131,,
0.106473,5.80E-05,0.0142882,,
0.106473,6.01E-05,0.0158757,,
0.106472,6.28E-05,0.0174632,,
0.106471,6.69E-05,0.0190507,,
0.106471,6.66E-05,0.0206382,,
0.10647,6.54E-05,0.0222256,,
0.106469,6.77E-05,0.0238131,,
0.107976,9.76E-06,0.0142882,,
0.107976,1.03E-05,0.0158757,,
0.107976,1.19E-05,0.0174632,,
0.107976,1.04E-05,0.0190507,,
0.107974,1.00E-05,0.0206382,,
0.107973,1.16E-05,0.0222257,,
0.107972,1.24E-05,0.0238132,,
0.109479,-2.84E-05,0.0142882,,
0.109477,-2.75E-05,0.0158757,,
0.109477,-2.49E-05,0.0174632,,
0.109478,-2.50E-05,0.0190507,,
0.109476,-2.67E-05,0.0206382,,
0.109475,-3.04E-05,0.0222257,,
0.109474,-2.87E-05,0.0238132,,
0.110981,-7.19E-05,0.0142882,,
0.110981,-6.77E-05,0.0158757,,
0.11098,-6.38E-05,0.0174632,,
0.11098,-6.25E-05,0.0190507,,
0.110979,-6.17E-05,0.0206382,,
0.110978,-6.13E-05,0.0222257,,
0.110977,-6.03E-05,0.0238132,,
0.112483,-0.000102326,0.0142883,,
0.112483,-0.000100045,0.0158757,,
0.112483,-9.93E-05,0.0174632,,
0.112482,-9.90E-05,0.0190507,,
0.112482,-0.000100523,0.0206382,,
0.11248,-9.90E-05,0.0222257,,
0.11248,-9.62E-05,0.0238132,,
0.113987,-0.000138842,0.0142882,,
0.113987,-0.000142675,0.0158757,,
0.113986,-0.000142269,0.0174632,,
0.113985,-0.000142582,0.0190507,,
0.113983,-0.000143923,0.0206382,,
0.113983,-0.000148218,0.0222257,,
0.113982,-0.000146315,0.0238132,,
0.115488,-0.000162885,0.0142882,,
0.115488,-0.000163469,0.0158757,,
0.115488,-0.000162615,0.0174632,,
0.115487,-0.000162655,0.0190507,,
0.115486,-0.000163298,0.0206382,,
0.115486,-0.000162739,0.0222257,,
0.115484,-0.000162758,0.0238132,,
0.116991,-0.000220012,0.0142883,,
0.11699,-0.000218038,0.0158758,,
0.11699,-0.000215895,0.0174632,,
0.11699,-0.000214551,0.0190507,,
0.116989,-0.000211179,0.0206382,,
0.116987,-0.000206457,0.0222257,,
0.116986,-0.000203993,0.0238132,,
0.118493,-0.000248441,0.0142883,,
0.118494,-0.000248961,0.0158758,,
0.118494,-0.000248481,0.0174632,,
0.118494,-0.000250071,0.0190507,,
0.118492,-0.000251671,0.0206382,,
0.118491,-0.000254424,0.0222257,,
0.118489,-0.000256738,0.0238132,,
0.118491,-0.000247773,-0.00253913,,
0.118492,-0.000247598,-0.00190413,,
0.118491,-0.000247736,-0.00126913,,
0.118491,-0.000247613,-0.000634138,,
0.116991,-0.000226393,-0.00253913,,
0.11699,-0.000226267,-0.00190414,,
0.116988,-0.000225978,-0.00126914,,
0.116987,-0.000225872,-0.000634145,,
0.115487,-0.000166971,-0.00253914,,
0.115487,-0.000166975,-0.00190414,,
0.115487,-0.000167023,-0.00126914,,
0.115486,-0.000167117,-0.000634147,,
0.113985,-0.000125602,-0.00253914,,
0.113985,-0.000125842,-0.00190414,,
0.113983,-0.000126351,-0.00126914,,
0.113983,-0.000126671,-0.000634152,,
0.112483,-0.000100419,-0.00253915,,
0.112482,-0.0001006,-0.00190415,,
0.112481,-0.000100609,-0.00126915,,
0.112481,-0.000100754,-0.000634156,,
0.110979,-7.16E-05,-0.00253915,,
0.11098,-7.17E-05,-0.00190416,,
0.11098,-7.16E-05,-0.00126916,,
0.11098,-7.16E-05,-0.000634164,,
0.109478,-2.67E-05,-0.00253916,,
0.109477,-2.64E-05,-0.00190416,,
0.109477,-2.62E-05,-0.00126916,,
0.109478,-2.62E-05,-0.000634167,,
0.107975,7.38E-06,-0.00253916,,
0.107973,7.32E-06,-0.00190417,,
0.107972,7.14E-06,-0.00126917,,
0.107973,7.09E-06,-0.000634172,,
0.106474,5.81E-05,-0.00253917,,
0.106474,5.81E-05,-0.00190417,,
0.106472,5.81E-05,-0.00126917,,
0.106472,5.80E-05,-0.000634178,,
0.104969,0.000104448,-0.00253917,,
0.104969,0.000104645,-0.00190417,,
0.104969,0.000104636,-0.00126918,,
0.104968,0.000104841,-0.000634183,,
0.103468,0.000142518,-0.00253917,,
0.103467,0.000142835,-0.00190418,,
0.103466,0.000143094,-0.00126919,,
0.103465,0.00014393,-0.000634187,,
0.101964,0.000136431,-0.00253918,,
0.101966,0.000137048,-0.00190419,,
0.101965,0.000137821,-0.00126919,,
0.101965,0.000138506,-0.000634193,,
0.100462,0.000174046,-0.00253919,,
0.100462,0.000173861,-0.00190419,,
0.100461,0.000173658,-0.00126919,,
0.100461,0.000173494,-0.000634198,,
0.0989571,0.000200171,-0.00253919,,
0.0989563,0.000200452,-0.0019042,,
0.098957,0.000201415,-0.0012692,,
0.0989593,0.000201613,-0.000634202,,
0.0974551,0.000219291,-0.0025392,,
0.0974556,0.000219803,-0.0019042,,
0.0974557,0.000219686,-0.00126921,,
0.0974541,0.00021961,-0.000634209,,
0.0959527,0.000280287,-0.0025392,,
0.0959536,0.000280719,-0.0019042,,
0.0959537,0.000280485,-0.00126921,,
0.0959542,0.000280101,-0.000634211,,
0.0944502,0.000316128,-0.00253921,,
0.09445,0.000315648,-0.00190421,,
0.0944503,0.000315115,-0.00126921,,
0.0944498,0.000314496,-0.000634214,,
0.0929472,0.000339659,-0.00253921,,
0.0929467,0.00033992,-0.00190422,,
0.0929457,0.000340119,-0.00126922,,
0.0929471,0.000340216,-0.000634222,,
0.091443,0.00037292,-0.00253922,,
0.0914435,0.000373356,-0.00190422,,
0.0914421,0.000373235,-0.00126922,,
0.0914437,0.000373017,-0.000634224,,
0.0899441,0.000436548,-0.00253922,,
0.0899435,0.000436405,-0.00190422,,
0.0899425,0.000436282,-0.00126922,,
0.0899432,0.000436176,-0.000634228,,
0.08844,0.000487041,-0.00253922,,
0.0884403,0.000487246,-0.00190423,,
0.0884388,0.000487827,-0.00126923,,
0.0884386,0.000488866,-0.000634232,,
0.0869354,0.000499252,-0.00253923,,
0.0869378,0.000499317,-0.00190423,,
0.0869381,0.000499345,-0.00126924,,
0.086938,0.000499375,-0.000634239,,
0.0854358,0.000555795,-0.00253923,,
0.0854344,0.000555802,-0.00190423,,
0.0854356,0.000555746,-0.00126924,,
0.085436,0.000555202,-0.000634241,,
0.0839339,0.000594383,-0.00253924,,
0.0839338,0.000594083,-0.00190424,,
0.0839323,0.000594042,-0.00126924,,
0.0839308,0.000593958,-0.000634246,,
0.0824296,0.00060498,-0.00253924,,
0.08243,0.00060546,-0.00190425,,
0.0824301,0.000606097,-0.00126925,,
0.0824303,0.000606742,-0.000634251,,
0.0809271,0.000657711,-0.00253925,,
0.0809273,0.00065768,-0.00190425,,
0.0809269,0.000657674,-0.00126925,,
0.0809254,0.000657715,-0.000634256,,
0.0794239,0.000692092,-0.00253925,,
0.0794242,0.000692029,-0.00190425,,
0.0794246,0.000691909,-0.00126926,,
0.079425,0.000691913,-0.000634261,,
0.0779209,0.00070871,-0.00253926,,
0.0779209,0.000708437,-0.00190426,,
0.077922,0.000708345,-0.00126926,,
0.0779222,0.000708044,-0.000634266,,
0.076419,0.00073681,-0.00253926,,
0.0764196,0.00073636,-0.00190427,,
0.0764199,0.000734452,-0.00126927,,
0.07642,0.000734232,-0.000634268,,
0.0749165,0.000778988,-0.00253927,,
0.0749175,0.000778913,-0.00190427,,
0.0749179,0.000778712,-0.00126927,,
0.0749175,0.000778696,-0.000634274,,
0.0734152,0.000800272,-0.00253928,,
0.0734164,0.000800058,-0.00190428,,
0.0734172,0.000799876,-0.00126928,,
0.0734165,0.000799894,-0.00063428,,
0.0719142,0.000829317,-0.00253928,,
0.0719151,0.000829555,-0.00190428,,
0.0719123,0.000829734,-0.00126928,,
0.0719116,0.000829831,-0.000634286,,
0.0704107,0.000835614,-0.00253929,,
0.0704105,0.000835748,-0.00190429,,
0.0704116,0.000835892,-0.00126929,,
0.0704124,0.000836089,-0.000634291,,
0.0689089,0.000858027,-0.00253929,,
0.0689094,0.000858001,-0.00190429,,
0.0689102,0.000858247,-0.00126929,,
0.0689106,0.000858398,-0.000634297,,
0.0674062,0.000892391,-0.0025393,,
0.0674059,0.000892265,-0.0019043,,
0.0674057,0.000892088,-0.0012693,,
0.0674063,0.000891956,-0.000634302,,
0.0659044,0.000908855,-0.00253931,,
0.0659031,0.00090885,-0.00190431,,
0.0659028,0.000908859,-0.00126931,,
0.0659037,0.000908786,-0.000634307,,
0.0644033,0.000936314,-0.00253931,,
0.0644027,0.000936259,-0.00190431,,
0.0644022,0.00093632,-0.00126931,,
0.0644032,0.000936082,-0.000634311,,
0.062901,0.000954308,-0.00253932,,
0.0629006,0.000954159,-0.00190432,,
0.0629005,0.000954136,-0.00126932,,
0.0628986,0.000954095,-0.000634317,,
0.0613984,0.000983298,-0.00253932,,
0.0613984,0.000983452,-0.00190432,,
0.061398,0.000983637,-0.00126932,,
6.14E-02,0.000983875,-0.000634323,,
5.99E-02,0.000990108,-0.00253933,,
5.99E-02,0.000990186,-0.00190433,,
5.99E-02,0.000990203,-0.00126933,,
5.99E-02,0.000990219,-0.000634328,,
5.84E-02,0.00102983,-0.00253933,,
5.84E-02,0.00103001,-0.00190433,,
5.84E-02,0.00103004,-0.00126933,,
5.84E-02,0.00103006,-0.000634332,,
0.05689,0.00104063,-0.00253934,,
0.0568904,0.00104069,-0.00190434,,
0.0568904,0.00104061,-0.00126934,,
0.0568907,0.00104081,-0.000634337,,
0.0553887,0.00107103,-0.00253935,,
0.0553896,0.00107101,-0.00190435,,
0.0553891,0.00107098,-0.00126934,,
0.0553884,0.00107086,-0.00063434,,
0.0538851,0.00109163,-0.00253936,,
0.0538857,0.00109133,-0.00190435,,
0.0538869,0.00109113,-0.00126935,,
0.0538867,0.00109078,-0.000634347,,
0.0523825,0.00111573,-0.00253936,,
0.0523832,0.0011154,-0.00190436,,
0.0523831,0.00111516,-0.00126935,,
0.0523843,0.00111491,-0.000634351,,
0.0508813,0.00114338,-0.00253937,,
0.0508821,0.00114338,-0.00190436,,
0.0508817,0.00114329,-0.00126936,,
0.0508824,0.00114328,-0.000634356,,
0.0493804,0.00115267,-0.00253937,,
0.0493811,0.00115257,-0.00190437,,
0.049379,0.00115244,-0.00126937,,
0.0493783,0.00115228,-0.000634363,,
0.0478754,0.00117688,-0.00253938,,
0.0478767,0.00117654,-0.00190438,,
0.0478774,0.00117619,-0.00126937,,
0.0478762,0.00117604,-0.00063437,,
0.0463748,0.00116679,-0.0025394,,
