x,y,z,,
-0.13841,0.000475153,-0.0254015,,
-0.136908,0.000477383,-0.0254015,,
-0.135405,0.000474002,-0.0254015,,
-0.133905,0.000468861,-0.0254015,,
-0.1324,0.000471594,-0.0254015,,
-0.1309,0.00048041,-0.0254015,,
-0.129397,0.000485886,-0.0254014,,
-0.127895,0.000492893,-0.0254014,,
-0.126395,0.000499917,-0.0254014,,
-0.124892,0.000506878,-0.0254014,,
-0.123391,0.00051102,-0.0254014,,
-0.121888,0.000504673,-0.0254014,,
-0.120388,0.000512786,-0.0254014,,
-0.118882,0.000515573,-0.0254014,,
-0.117382,0.000506489,-0.0254014,,
-0.115882,0.000515923,-0.0254014,,
-0.11438,0.000526128,-0.0254014,,
-0.112878,0.000531511,-0.0254014,,
-0.111372,0.000519384,-0.0254014,,
-0.109874,0.000514381,-0.0254014,,
-0.10837,0.000516675,-0.0254014,,
-0.106867,0.000524253,-0.0254014,,
-0.105366,0.000527503,-0.0254014,,
-0.103863,0.000529531,-0.0254014,,
-0.102362,0.000532508,-0.0254014,,
-0.100857,0.000542626,-0.0254014,,
-0.0993562,0.000557106,-0.0254014,,
-0.0978556,0.00056495,-0.0254013,,
-0.0963536,0.000567967,-0.0254013,,
-0.0948519,0.000559282,-0.0254013,,
-0.0933502,0.000578813,-0.0254013,,
-0.0918459,0.000560999,-0.0254013,,
-0.0903414,0.000559971,-0.0254013,,
-0.0888393,0.000561159,-0.0254013,,
-0.0873342,0.000561647,-0.0254013,,
-0.0858319,0.000582386,-0.0254013,,
-0.0843276,0.000574715,-0.0254013,,
-0.0828255,0.000598997,-0.0254013,,
-0.0813216,0.000581373,-0.0254013,,
-0.0798194,0.000604864,-0.0254012,,
-0.0783172,0.000604546,-0.0254012,,
-0.0768119,0.000617873,-0.0254012,,
-0.0753088,0.000637097,-0.0254012,,
-0.0738079,0.000639379,-0.0254012,,
-0.0723038,0.000620645,-0.0254012,,
-0.0708025,0.000640249,-0.0254012,,
-0.0693008,0.000644729,-0.0254012,,
-0.0677996,0.000667822,-0.0254012,,
-0.0662962,0.000674827,-0.0254012,,
-0.0647942,0.0006622,-0.0254012,,
-0.0632902,0.000668187,-0.0254012,,
-0.0617885,0.000674143,-0.0254012,,
-0.0602869,0.000693094,-0.0254012,,
-0.0587863,0.000715936,-0.0254012,,
-0.0572828,0.000715561,-0.0254012,,
-0.0557809,0.000698777,-0.0254012,,
-0.0542796,0.000711642,-0.0254012,,
-0.0527796,0.000723094,-0.0254012,,
-0.0512776,0.00075002,-0.0254012,,
-0.0497739,0.000764949,-0.0254012,,
-0.0482718,0.000782754,-0.0254012,,
-0.0467701,0.000790302,-0.0254012,,
-0.0452689,0.000792243,-0.0254012,,
-0.0437673,0.000793617,-0.0254012,,
-0.0422641,0.000802897,-0.0254012,,
-0.0407625,0.000814471,-0.0254012,,
-0.0392602,0.000832178,-0.0254012,,
-0.0377601,0.00084519,-0.0254012,,
-0.0362571,0.000858694,-0.0254012,,
-0.0347529,0.000874031,-0.0254012,,
-0.0332528,0.0008923,-0.0254012,,
-0.0317481,0.000904571,-0.0254012,,
-0.0302465,0.00090917,-0.0254012,,
-0.0287446,0.000923736,-0.0254012,,
-0.0272437,0.000935107,-0.0254012,,
-0.025742,0.000959206,-0.0254012,,
-0.0242404,0.000979438,-0.0254012,,
-0.0227379,0.000985753,-0.0254012,,
-0.0212353,0.000989825,-0.0254012,,
-0.0197334,0.00101487,-0.0254012,,
-0.0182305,0.00102875,-0.0254012,,
-0.0167294,0.00105606,-0.0254011,,
-0.0152276,0.00105779,-0.0254011,,
-0.0137245,0.00108063,-0.0254011,,
-0.0122223,0.00109083,-0.0254011,,
-0.0107208,0.00110071,-0.0254011,,
-0.00921855,0.00112486,-0.025401,,
-0.00771774,0.00114233,-0.025401,,
-0.00621486,0.00117042,-0.0254009,,
-0.00471184,0.0011797,-0.0254009,,
-0.00320977,0.00118815,-0.0254008,,
-0.00170793,0.00119257,-0.0254008,,
-0.00020472,0.00119767,-0.0254007,,
0.00129727,0.00123134,-0.0254006,,
0.00280003,0.00122099,-0.0254006,,
0.00430243,0.00122246,-0.0254005,,
0.00580624,0.0012347,-0.0254004,,
0.00730814,0.00125062,-0.0254003,,
0.00881136,0.00123936,-0.0254003,,
0.0103144,0.00123836,-0.0254002,,
0.0118158,0.00126843,-0.0254001,,
0.0133192,0.00128002,-0.0254,,
0.0148193,0.00127013,-0.0253999,,
0.016323,0.00127173,-0.0253999,,
0.017825,0.00129112,-0.0253998,,
0.0193277,0.00128364,-0.0253998,,
0.0208304,0.00128395,-0.0253997,,
0.0223323,0.00128651,-0.0253996,,
0.0238362,0.0012747,-0.0253996,,
0.0253389,0.00128635,-0.0253995,,
0.0268411,0.00127013,-0.0253995,,
0.0283448,0.00125517,-0.0253995,,
0.029846,0.00125165,-0.0253995,,
0.0313487,0.00124895,-0.0253994,,
0.0328509,0.00123097,-0.0253994,,
0.0343541,0.00124693,-0.0253994,,
0.0358581,0.00122874,-0.0253993,,
0.03736,0.00122213,-0.0253993,,
0.0388613,0.00122025,-0.0253993,,
0.0403657,0.00120623,-0.0253993,,
0.0418679,0.00120529,-0.0253992,,
0.0433704,0.00118351,-0.0253992,,
0.0448714,0.00119012,-0.0253992,,
0.0463738,0.00116936,-0.0253992,,
0.0478745,0.00116687,-0.0253992,,
0.0493781,0.00115928,-0.0253991,,
0.0508812,0.00113559,-0.0253991,,
0.0523845,0.0011077,-0.0253991,,
0.0538857,0.0010865,-0.0253991,,
0.055388,0.00106025,-0.0253991,,
0.0568914,0.00104843,-0.0253991,,
0.0583944,0.00101552,-0.0253991,,
0.0598968,0.00101144,-0.0253991,,
0.0613979,0.00097606,-0.0253991,,
0.0628998,0.000967219,-0.0253991,,
0.0644017,0.000930181,-0.0253991,,
0.065904,0.000919234,-0.025399,,
0.0674072,0.000903118,-0.025399,,
0.0689089,0.000881605,-0.025399,,
0.0704114,0.000866592,-0.025399,,
0.0719125,0.000823168,-0.025399,,
0.0734171,0.000801962,-0.025399,,
0.0749198,0.000777707,-0.025399,,
0.0764212,0.000748158,-0.025399,,
0.0779234,0.000720978,-0.025399,,
0.0794253,0.000679977,-0.025399,,
0.0809274,0.000668149,-0.025399,,
0.0824309,0.000637693,-0.025399,,
0.0839319,0.000592897,-0.025399,,
0.0854352,0.000562608,-0.025399,,
0.0869371,0.000531569,-0.025399,,
0.0884398,0.000480294,-0.025399,,
0.0899415,0.000458794,-0.025399,,
0.0914449,0.000400631,-0.025399,,
0.0929482,0.000358932,-0.025399,,
0.0944491,0.00032685,-0.025399,,
0.0959527,0.000276616,-0.025399,,
0.0974557,0.000252033,-0.025399,,
0.0989576,0.000212813,-0.025399,,
0.100459,0.000172539,-0.025399,,
0.101961,0.000132343,-0.025399,,
0.103464,0.000112057,-0.025399,,
0.104968,0.000107901,-0.025399,,
0.10647,6.52E-05,-0.025399,,
0.107972,1.69E-05,-0.025399,,
0.109475,-3.08E-05,-0.025399,,
0.110978,-6.01E-05,-0.025399,,
0.112478,-9.31E-05,-0.025399,,
0.11398,-0.000144459,-0.025399,,
0.115482,-0.000160798,-0.025399,,
0.116984,-0.000205349,-0.025399,,
0.118488,-0.000252355,-0.025399,,
-0.2,0.000499994,-0.0142875,,
-0.2,0.000499994,-0.015875,,
-0.2,0.000499994,-0.0174625,,
-0.2,0.000499994,-0.01905,,
-0.2,0.000499994,-0.0206375,,
-0.2,0.000499994,-0.022225,,
-0.2,0.000499994,-0.0238125,,
0.11999,-0.000295267,-0.0238115,,
0.11999,-0.000298508,-0.022224,,
0.119989,-0.000301773,-0.0206365,,
0.11999,-0.000303337,-0.019049,,
0.11999,-0.00030433,-0.0174615,,
0.119991,-0.000305742,-0.0158741,,
0.119992,-0.00030699,-0.0142866,,
0.118491,-0.000247454,0.00254085,,
0.118492,-0.000247452,0.00190585,,
0.118492,-0.00024746,0.00127085,,
0.118491,-0.00024756,0.000635854,,
0.116991,-0.000225738,0.00254084,,
0.11699,-0.000225779,0.00190584,,
0.116989,-0.000225749,0.00127085,,
0.116988,-0.000225797,0.00063585,,
0.115486,-0.000166431,0.00254083,,
0.115487,-0.000166431,0.00190584,,
0.115487,-0.000166725,0.00127084,,
0.115487,-0.000166781,0.000635845,,
0.113985,-0.000128035,0.00254083,,
0.113984,-0.00012769,0.00190583,,
0.113984,-0.000127368,0.00127084,,
0.113983,-0.000127226,0.000635841,,
0.112481,-0.000101434,0.00254082,,
0.11248,-0.00010132,0.00190583,,
0.112481,-0.000101196,0.00127083,,
0.112481,-0.000100926,0.000635835,,
0.110979,-7.31E-05,0.00254082,,
0.11098,-7.30E-05,0.00190582,,
0.11098,-7.28E-05,0.00127083,,
0.11098,-7.22E-05,0.00063583,,
0.109479,-2.65E-05,0.00254081,,
0.109478,-2.63E-05,0.00190582,,
0.109477,-2.62E-05,0.00127082,,
0.109478,-2.62E-05,0.000635824,,
0.107976,6.96E-06,0.00254081,,
0.107974,7.02E-06,0.00190581,,
0.107973,7.12E-06,0.00127082,,
0.107973,7.06E-06,0.000635817,,
0.106473,5.74E-05,0.0025408,,
0.106473,5.76E-05,0.00190581,,
0.106472,5.76E-05,0.00127081,,
0.106472,5.78E-05,0.000635814,,
0.104969,0.000105638,0.00254079,,
0.104969,0.000105545,0.0019058,,
0.104969,0.000105074,0.00127081,,
0.10497,0.000104886,0.000635807,,
0.103467,0.000143601,0.00254079,,
0.103468,0.000143493,0.00190579,,
0.103465,0.000143403,0.0012708,,
0.103465,0.000143345,0.000635803,,
0.101965,0.000143185,0.00254079,,
0.101965,0.000142079,0.00190579,,
0.101963,0.000141103,0.00127079,,
0.101963,0.000139683,0.000635798,,
0.10046,0.000176251,0.00254078,,
0.100461,0.00017602,0.00190579,,
0.100462,0.000175023,0.00127079,,
0.100461,0.000174483,0.000635795,,
0.0989573,0.000203852,0.00254078,,
0.0989567,0.000202917,0.00190578,,
0.0989568,0.000202686,0.00127079,,
0.0989583,0.000202315,0.00063579,,
0.097455,0.00021787,0.00254078,,
0.0974554,0.000217974,0.00190578,,
0.0974556,0.00021751,0.00127078,,
0.0974548,0.000218002,0.000635786,,
0.0959528,0.000280343,0.00254077,,
0.0959537,0.000280149,0.00190578,,
0.0959538,2.80E-04,0.00127078,,
0.095954,0.000279639,0.000635784,,
0.0944503,0.00031516,0.00254077,,
0.094449,0.000315029,0.00190577,,
0.0944505,3.15E-04,0.00127077,,
0.0944494,3.15E-04,0.00063578,,
0.0929475,0.000340134,0.00254076,,
0.0929462,0.000340391,0.00190577,,
0.0929466,3.41E-04,0.00127077,,
0.092947,3.41E-04,0.000635774,,
0.0914437,3.73E-04,0.00254076,,
0.0914432,3.73E-04,0.00190576,,
0.0914414,3.73E-04,0.00127077,,
0.0914433,3.73E-04,0.000635771,,
0.0899436,4.37E-04,0.00254076,,
0.0899424,4.37E-04,0.00190576,,
0.0899431,4.36E-04,0.00127076,,
0.089944,4.36E-04,0.000635762,,
0.0884407,4.92E-04,0.00254075,,
0.0884402,4.92E-04,0.00190575,,
0.0884385,4.91E-04,0.00127076,,
0.0884389,4.90E-04,0.000635759,,
0.0869367,5.02E-04,0.00254075,,
0.0869388,5.01E-04,0.00190575,,
0.0869392,0.000500554,0.00127075,,
0.0869368,5.00E-04,0.000635757,,
0.0854359,5.55E-04,0.00254074,,
0.0854351,5.55E-04,0.00190575,,
0.0854354,0.000554714,0.00127075,,
0.0854362,0.000554807,0.000635751,,
0.0839326,5.94E-04,0.00254074,,
0.0839342,5.94E-04,0.00190574,,
0.0839324,0.000593755,0.00127074,,
0.0839313,0.000593672,0.000635746,,
0.0824301,0.000609985,0.00254073,,
0.0824306,0.000609549,0.00190574,,
0.0824306,0.000608832,0.00127074,,
0.0824303,0.000608027,0.000635741,,
0.0809264,0.000658222,0.00254073,,
0.0809269,0.000657961,0.00190573,,
0.0809268,0.000658043,0.00127073,,
0.0809254,0.000657834,0.000635738,,
0.0794234,0.000692151,0.00254072,,
0.0794251,0.000692081,0.00190573,,
0.0794246,0.000691999,0.00127073,,
0.0794249,0.000691872,0.000635733,,
0.0779222,0.000707611,0.00254072,,
0.0779234,0.000707656,0.00190572,,
0.0779227,0.000707772,0.00127073,,
0.0779213,0.000707921,0.000635729,,
0.0764193,0.000734162,0.00254072,,
0.0764197,0.000733972,0.00190572,,
0.07642,0.000733804,0.00127072,,
0.0764192,0.000733895,0.000635725,,
0.0749181,0.000778817,0.00254071,,
0.0749189,0.000778828,0.00190571,,
0.0749188,0.000778714,0.00127072,,
0.0749179,0.00077869,0.000635721,,
0.0734155,0.000800157,0.00254071,,
0.0734161,0.000800036,0.00190571,,
0.0734158,0.000799924,0.00127071,,
0.0734164,0.000799868,0.000635717,,
0.0719148,0.00083017,0.00254071,,
0.0719152,0.000830166,0.00190571,,
0.0719126,0.000830123,0.00127071,,
0.0719118,0.000830002,0.000635711,,
0.0704107,0.000836411,0.0025407,,
0.0704121,0.000836339,0.0019057,,
0.0704121,0.000836331,0.0012707,,
0.0704125,0.000836289,0.000635706,,
0.0689096,0.000858869,0.0025407,,
0.0689099,0.000858687,0.0019057,,
0.0689092,0.000858556,0.0012707,,
0.0689097,0.000858571,0.000635701,,
0.067408,0.000892889,0.00254069,,
0.0674065,0.000892501,0.00190569,,
0.0674053,0.00089211,0.0012707,,
0.0674054,0.000891756,0.000635696,,
0.0659047,0.000908306,0.00254069,,
0.0659034,0.000908434,0.00190569,,
0.0659039,0.000908492,0.00127069,,
0.065904,0.000908598,0.000635693,,
0.0644028,0.000934791,0.00254069,,
0.0644032,0.000935011,0.00190569,,
0.0644034,0.000935428,0.00127069,,
0.0644036,0.000935659,0.000635687,,
0.062901,0.000953563,0.00254069,,
0.0629017,0.000953671,0.00190568,,
0.0628995,0.000953782,0.00127068,,
0.0628989,0.000953835,0.000635683,,
0.0613975,0.000983862,0.00254068,,
0.0613982,0.00098392,0.00190568,,
0.0613987,0.000984108,0.00127068,,
0.061398,0.000984151,0.000635678,,
0.059897,0.000990126,0.00254068,,
0.059897,0.000990242,0.00190568,,
0.0598959,0.000990238,0.00127068,,
0.0598954,0.000990223,0.000635672,,
0.0583939,0.00102986,0.00254067,,
0.0583936,0.00102985,0.00190567,,
0.0583938,0.00102996,0.00127067,,
0.0583937,0.00102996,0.000635672,,
0.0568913,0.00104178,0.00254067,,
0.0568918,0.00104157,0.00190567,,
0.0568916,0.00104131,0.00127067,,
0.05689,0.00104108,0.000635665,,
0.0553892,0.00106999,0.00254067,,
0.0553897,0.00107021,0.00190567,,
0.0553896,0.00107032,0.00127066,,
0.0553887,0.00107049,0.000635661,,
0.0538867,0.00108902,0.00254066,,
0.053886,0.00108941,0.00190566,,
0.0538869,0.00108976,0.00127066,,
0.0538855,0.00109003,0.000635658,,
0.0523838,0.00111431,0.00254066,,
0.0523842,0.00111433,0.00190566,,
0.0523836,0.00111444,0.00127066,,
0.0523832,0.00111455,0.000635653,,
0.0508821,0.00114201,0.00254066,,
0.0508821,0.00114232,0.00190566,,
0.0508814,0.0011426,0.00127065,,
0.0508815,0.00114294,0.000635648,,
0.0493806,0.00115031,0.00254066,,
0.0493818,0.00115078,0.00190565,,
0.0493795,0.00115146,0.00127065,,
0.0493789,0.001152,0.000635643,,
0.0478748,0.0011753,0.00254065,,
0.0478769,0.00117544,0.00190565,,
0.0478763,0.00117555,0.00127064,,
0.0478761,0.00117572,0.000635637,,
0.0463754,0.00116653,0.00254065,,
0.0463749,0.00116675,0.00190564,,
0.0463745,0.0011668,0.00127064,,
0.0463736,0.00116694,0.000635632,,
0.0448722,0.00118888,0.00254064,,
0.0448722,0.00118896,0.00190564,,
0.0448711,0.00118912,0.00127063,,
0.0448717,0.00118919,0.000635627,,
0.0433702,0.00119738,0.00254064,,
0.0433701,0.00119756,0.00190564,,
0.0433684,0.00119761,0.00127063,,
0.0433694,0.00119774,0.00063562,,
0.0418676,0.0012034,0.00254064,,
0.0418667,0.00120377,0.00190563,,
0.0418661,0.00120407,0.00127063,,
0.0418675,0.00120439,0.000635615,,
0.0403646,0.00123059,0.00254064,,
0.0403642,0.00123072,0.00190563,,
0.0403641,0.00123084,0.00127062,,
0.0403638,0.00123104,0.000635607,,
0.0388629,0.00121319,0.00254064,,
0.0388632,0.00121291,0.00190563,,
0.0388626,0.00121279,0.00127062,,
0.0388614,0.00121286,0.000635603,,
0.037361,0.00121696,0.00254064,,
0.0373604,0.00121722,0.00190562,,
0.0373593,0.00121746,0.00127061,,
0.037361,0.00121751,0.000635599,,
0.0358587,0.00125011,0.00254063,,
0.0358569,0.00125024,0.00190562,,
0.0358558,0.00125023,0.00127061,,
0.0358558,0.00125031,0.000635593,,
0.0343549,0.00123186,0.00254064,,
0.034355,0.00123199,0.00190562,,
0.034354,0.00123207,0.0012706,,
0.0343545,0.00123218,0.000635587,,
0.0328527,0.00125972,0.00254064,,
0.0328527,0.00125988,0.00190562,,
0.032852,0.00125988,0.0012706,,
0.0328509,0.00125981,0.000635582,,
0.0313476,0.00125006,0.00254064,,
0.0313483,0.00124998,0.00190562,,
0.0313466,0.0012499,0.0012706,,
0.0313477,0.00124976,0.000635577,,
0.0298466,0.00126752,0.00254065,,
0.0298454,0.00126759,0.00190562,,
0.0298462,0.00126769,0.0012706,,
0.0298477,0.00126781,0.000635574,,
0.0283451,0.0012849,0.00254065,,
0.0283461,0.00128521,0.00190562,,
2.83E-02,0.0012855,0.00127059,,
2.83E-02,0.00128564,0.000635567,,
2.68E-02,0.00128178,0.00254066,,
2.68E-02,0.00128213,0.00190563,,
0.0268435,0.00128236,0.0012706,,
0.0268432,0.00128239,0.000635567,,
0.0253389,0.0012861,0.00254067,,
0.0253395,0.00128633,0.00190564,,
0.0253396,0.00128642,0.0012706,,
0.0253399,0.00128658,0.000635562,,
0.0238362,0.00129575,0.00254069,,
0.0238358,0.00129593,0.00190565,,
0.0238369,0.00129618,0.00127061,,
0.0238361,0.00129618,0.000635564,,
0.0223353,0.0012938,0.00254071,,
0.0223336,0.00129407,0.00190566,,
0.0223336,0.00129417,0.00127061,,
0.0223329,0.00129428,0.00063556,,
0.0208316,0.0013067,0.00254073,,
0.020832,0.0013069,0.00190568,,
0.020832,0.0013069,0.00127062,,
0.0208334,0.00130668,0.000635567,,
0.0193293,0.00130665,0.00254077,,
0.0193305,0.00130717,0.00190571,,
0.0193305,0.00130764,0.00127063,,
0.0193295,0.001308,0.000635564,,
0.0178266,0.00129561,0.00254081,,
0.0178254,0.00129608,0.00190574,,
0.017826,0.0012964,0.00127066,,
0.017827,0.00129669,0.000635581,,
0.0163238,0.00129673,0.00254088,,
0.0163232,0.00129736,0.00190579,,
0.0163239,0.00129767,0.00127069,,
0.0163256,0.00129785,0.000635582,,
0.0148219,0.00129611,0.00254095,,
0.0148222,0.00129676,0.00190585,,
0.0148234,0.00129729,0.00127074,,
0.0148241,0.00129756,0.000635618,,
0.0133203,0.00131087,0.00254106,,
0.0133211,0.00131201,0.00190594,,
0.0133206,0.0013132,0.0012708,,
0.013322,0.00131391,0.000635632,,
0.0118176,0.00129988,0.00254118,,
0.0118188,0.00130088,0.00190607,,
0.0118177,0.0013018,0.0012709,,
0.011819,0.00130223,0.000635699,,
0.0103163,0.00128209,0.00254143,,
0.010316,0.00128353,0.00190627,,
0.0103173,0.0012847,0.00127108,,
0.0103166,0.00128549,0.000635799,,
0.00881456,0.00129298,0.00254172,,
0.00881357,0.0012951,0.00190662,,
0.0088126,0.00129687,0.00127137,,
0.00881373,0.00129806,0.000636069,,
0.00731188,0.00130802,0.0025423,,
0.00731237,0.00131128,0.00190714,,
0.00731286,0.00131411,0.00127195,,
0.00731201,0.00131622,0.000636275,,
0.00580889,0.00128075,0.00254286,,
0.00580952,0.00128468,0.00190787,,
0.00581065,0.00128813,0.00127255,,
0.00581012,0.00129038,0.00063698,,
0.00430767,0.00129099,0.00254379,,
0.00430644,0.00129544,0.00190858,,
0.00430853,0.00130038,0.00127333,,
0.0043087,0.00130383,0.000637046,,
0.00280624,0.0012914,0.00254439,,
0.00280572,0.00129587,0.00190934,,
0.00280592,0.00129904,0.00127428,,
0.00280534,0.00130254,0.000638167,,
0.00130165,0.00130431,0.00254527,,
0.00130235,0.00130934,0.00190988,,
0.00130478,0.00131563,0.0012738,,
0.00130612,0.00132072,0.000638798,,
-0.000203386,0.00128735,0.00254606,,
-0.000204831,0.00129234,0.0019102,,
-0.000203818,0.00129588,0.00127672,,
-0.0002039,0.00129852,0.00064169,,
-0.00170967,0.00127116,0.00254541,,
-0.00170995,0.00127511,0.00190968,,
-0.00170905,0.00128181,0.00127402,,
-0.0017111,0.00128496,0.000639128,,
-0.00321067,0.00126203,0.00254467,,
-0.00321112,0.00126734,0.00190953,,
-0.00321066,0.0012699,0.00127436,,
-0.00320856,0.00127281,0.000637717,,
-0.00471277,0.00124437,0.00254413,,
-0.00471434,0.00124907,0.00190887,,
-0.00471425,0.00125334,0.00127327,,
-0.0047138,0.00125591,0.000637158,,
-0.00621422,0.00122658,0.0025434,,
-0.00621399,0.00122963,0.00190834,,
-0.0062142,0.00123299,0.00127312,,
-0.00621362,0.00123449,0.000637356,,
-0.00771561,0.00119471,0.00254295,,
-0.00771501,0.00119694,0.00190777,,
-0.00771583,0.0011998,0.00127266,,
-0.00771543,0.00120207,0.000637071,,
-0.00921814,0.00117444,0.00254254,,
-0.00921784,0.00117672,0.00190743,,
-0.00921722,0.00117884,0.0012723,,
-0.00921778,0.00118028,0.000637103,,
-0.0107201,0.00114663,0.00254234,,
-0.0107177,0.00114844,0.00190719,,
-0.0107185,0.00115019,0.00127204,,
-0.0107184,0.00115146,0.000636888,,
-0.0122232,0.00112305,0.00254218,,
-0.0122221,0.00112448,0.00190706,,
-0.0122211,0.00112556,0.00127195,,
-0.0122219,0.00112643,0.000636885,,
-0.0137248,0.00112671,0.00254208,,
-0.0137244,0.00112793,0.00190695,,
-0.0137248,0.00112877,0.00127176,,
-0.013724,0.00112933,0.00063668,,
-0.0152274,0.00109141,0.00254203,,
-0.0152257,0.00109253,0.00190693,,
-0.0152233,0.00109335,0.00127177,,
-0.0152248,0.00109376,0.000636711,,
-0.0167301,0.00107602,0.00254203,,
-0.0167289,0.00107732,0.00190694,,
-0.0167285,0.00107837,0.00127182,,
-0.0167281,0.00107942,0.000636821,,
-0.0182313,0.00105303,0.00254201,,
-0.018231,0.0010541,0.00190695,,
-0.0182322,0.00105479,0.00127186,,
-0.0182298,0.00105563,0.00063695,,
-0.0197348,0.00105484,0.00254195,,
-0.019734,0.00105571,0.00190689,,
-0.0197331,0.00105641,0.00127181,,
-0.0197329,0.00105718,0.000636856,,
-0.0212365,0.00102887,0.00254188,,
-0.0212359,0.00102964,0.00190681,,
-0.0212374,0.00103023,0.00127172,,
-0.0212371,0.00103068,0.000636781,,
-0.0227366,0.00100778,0.00254181,,
-0.022737,0.00100865,0.00190674,,
-0.0227373,0.00100922,0.00127163,,
-0.022738,0.00100995,0.000636692,,
-0.0242419,0.00100445,0.00254177,,
-0.0242408,0.00100542,0.00190671,,
-0.024241,0.00100599,0.00127161,,
-0.0242387,0.00100654,0.000636692,,
-0.0257434,0.00099582,0.00254175,,
-0.0257439,0.000995912,0.00190669,,
-0.0257416,0.000995375,0.0012716,,
-0.0257432,0.000995222,0.000636691,,
-0.0272452,0.000961479,0.00254172,,
-0.0272444,0.000962175,0.00190666,,
-0.0272452,0.000962339,0.00127157,,
-0.0272468,0.000962477,0.00063665,,
-0.0287473,0.000949157,0.00254171,,
-0.0287476,0.000949826,0.00190664,,
-0.0287473,0.000950065,0.00127154,,
-0.0287491,0.000950597,0.000636602,,
-0.0302512,0.000928121,0.00254172,,
-0.0302522,0.000928327,0.00190666,,
-0.0302505,0.000928422,0.00127158,,
-0.0302511,0.000928788,0.000636711,,
-0.0317527,0.000916228,0.00254174,,
-0.0317525,0.000916749,0.00190669,,
-0.0317529,0.000916906,0.00127158,,
-0.0317508,0.000917412,0.000636708,,
-0.0332554,0.000902452,0.00254177,,
-0.0332567,0.00090323,0.00190673,,
-0.0332556,0.000903595,0.00127159,,
-0.0332549,0.00090386,0.000636708,,
-0.0347563,0.000894964,0.00254181,,
-0.0347571,0.000895787,0.00190678,,
-0.0347563,0.000896057,0.00127168,,
-0.0347559,0.00089673,0.000636794,,
-0.0362583,0.000887271,0.00254185,,
-0.0362601,0.000887997,0.00190683,,
-0.0362589,0.000888323,0.00127177,,
-0.0362599,0.000888877,0.000636898,,
-0.0377621,0.000869807,0.00254185,,
-0.0377624,0.00087041,0.00190684,,
-0.0377626,0.000870753,0.00127179,,
-0.0377625,0.000871275,0.000636958,,
-0.0392644,0.000852875,0.00254181,,
-0.0392655,0.000853565,0.00190679,,
-0.0392641,0.000854068,0.00127173,,
-0.0392632,0.000854731,0.000636891,,
-0.0407686,0.000837073,0.00254176,,
-0.0407663,0.000838175,0.00190674,,
-0.0407648,0.000838839,0.00127166,,
-0.0407644,0.000839364,0.000636772,,
-0.0422655,0.000822389,0.00254171,,
-0.0422674,0.000822522,0.00190668,,
-0.0422681,0.000822674,0.00127163,,
-0.0422664,0.000823203,0.000636726,,
-0.0437706,0.000815231,0.00254166,,
-0.0437716,0.000815514,0.00190662,,
-0.0437725,0.000815775,0.00127158,,
-0.0437694,0.000815837,0.000636654,,
-0.045273,0.000806876,0.00254161,,
-0.0452733,0.00080733,0.00190656,,
-0.0452761,0.00080771,0.00127151,,
-0.0452756,0.000808164,0.00063657,,
-0.0467755,0.000814192,0.00254156,,
-0.046776,0.000815418,0.00190651,,
-0.0467754,0.000816731,0.00127145,,
-0.0467777,0.000817318,0.000636552,,
-0.0482767,0.000802122,0.00254153,,
-0.04828,0.000802338,0.00190649,,
-0.0482806,0.000802554,0.00127144,,
-0.0482793,0.00080274,0.000636506,,
-0.0497803,0.000784829,0.0025415,,
-0.0497809,0.000785209,0.00190646,,
-0.0497817,0.000785556,0.00127142,,
-0.0497807,0.000785761,0.000636484,,
-0.0512816,0.000772282,0.00254148,,
-0.0512844,0.000772595,0.00190642,,
-0.0512831,0.000772849,0.00127137,,
-0.051284,0.000773005,0.000636404,,
-0.0527839,0.000753501,0.00254148,,
-0.0527851,0.000753852,0.00190642,,
-0.0527843,0.000754163,0.00127135,,
-0.0527849,0.000754105,0.000636403,,
-0.0542843,0.000735192,0.00254152,,
-0.0542868,0.000735428,0.00190648,,
-0.0542861,0.000735639,0.00127142,,
-0.0542872,0.000735838,0.000636476,,
-0.0557896,0.000731589,0.00254157,,
-0.055789,0.000732109,0.00190654,,
-0.0557887,0.000732206,0.0012715,,
-0.0557875,0.000732733,0.000636596,,
-0.0572925,0.000742488,0.00254158,,
-0.0572918,0.000742916,0.00190656,,
-0.057291,0.000743214,0.0012715,,
-0.0572919,0.000743441,0.000636632,,
-0.0587944,0.000723287,0.00254156,,
-0.0587938,0.000723895,0.00190654,,
-0.0587909,0.000724003,0.00127144,,
-0.0587918,0.000724453,0.000636581,,
-0.0602964,0.000723533,0.00254156,,
-0.0602965,0.000724418,0.00190652,,
-0.0602955,0.000724658,0.00127139,,
-0.0602941,0.000725158,0.000636488,,
-0.0617989,0.000707002,0.00254159,,
-0.0618005,0.000707991,0.00190656,,
-0.0617995,0.00070842,0.00127147,,
-0.0617985,0.000709247,0.000636588,,
-0.0633018,0.000683755,0.00254162,,
-0.0633026,0.000684261,0.00190661,,
-0.0633036,0.000684723,0.00127157,,
-0.0633012,0.000685431,0.000636757,,
-0.0648039,0.000674091,0.00254162,,
-0.0648066,0.00067473,0.0019066,,
-0.0648058,0.000675039,0.00127155,,
-0.0648053,0.000675544,0.000636702,,
-0.0663074,0.000703029,0.0025416,,
-0.0663077,0.000703519,0.00190658,,
-0.0663071,0.000703678,0.0012715,,
